[2024-12-23T09:09:30.257+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: movie_etl_workflow.fetch_movie_data manual__2024-12-23T09:09:28.889683+00:00 [queued]>
[2024-12-23T09:09:30.273+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: movie_etl_workflow.fetch_movie_data manual__2024-12-23T09:09:28.889683+00:00 [queued]>
[2024-12-23T09:09:30.274+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2024-12-23T09:53:15.219+0000] {subprocess.py:93} INFO - Fetched data for page 97
[2024-12-23T09:53:15.220+0000] {subprocess.py:93} INFO - Fetched data for page 98
[2024-12-23T09:53:15.220+0000] {subprocess.py:93} INFO - Fetched data for page 99
[2024-12-23T09:53:15.220+0000] {subprocess.py:93} INFO - Fetched data for page 100
[2024-12-23T09:53:15.220+0000] {subprocess.py:93} INFO - Fetched data for page 101
[2024-12-23T09:53:15.221+0000] {subprocess.py:93} INFO - Fetched data for page 102
[2024-12-23T09:53:15.221+0000] {subprocess.py:93} INFO - Fetched data for page 103
[2024-12-23T09:53:15.221+0000] {subprocess.py:93} INFO - Fetched data for page 104
[2024-12-23T09:53:15.221+0000] {subprocess.py:93} INFO - Fetched data for page 105
[2024-12-23T09:53:15.222+0000] {subprocess.py:93} INFO - Fetched data for page 106
[2024-12-23T09:53:15.222+0000] {subprocess.py:93} INFO - Fetched data for page 107
[2024-12-23T09:53:15.222+0000] {subprocess.py:93} INFO - Fetched data for page 108
[2024-12-23T09:53:15.222+0000] {subprocess.py:93} INFO - Fetched data for page 109
[2024-12-23T09:53:15.223+0000] {subprocess.py:93} INFO - Fetched data for page 110
[2024-12-23T09:53:15.223+0000] {subprocess.py:93} INFO - Fetched data for page 111
[2024-12-23T09:53:15.223+0000] {subprocess.py:93} INFO - Fetched data for page 112
[2024-12-23T09:53:15.223+0000] {subprocess.py:93} INFO - Fetched data for page 113
[2024-12-23T09:53:15.223+0000] {subprocess.py:93} INFO - Fetched data for page 114
[2024-12-23T09:53:15.224+0000] {subprocess.py:93} INFO - Fetched data for page 115
[2024-12-23T09:53:15.224+0000] {subprocess.py:93} INFO - Fetched data for page 116
[2024-12-23T09:53:15.224+0000] {subprocess.py:93} INFO - Fetched data for page 117
[2024-12-23T09:53:15.224+0000] {subprocess.py:93} INFO - Fetched data for page 118
[2024-12-23T09:53:15.224+0000] {subprocess.py:93} INFO - Fetched data for page 119
[2024-12-23T09:53:15.225+0000] {subprocess.py:93} INFO - Fetched data for page 120
[2024-12-23T09:53:15.225+0000] {subprocess.py:93} INFO - Fetched data for page 121
[2024-12-23T09:53:15.225+0000] {subprocess.py:93} INFO - Fetched data for page 122
[2024-12-23T09:53:15.226+0000] {subprocess.py:93} INFO - Fetched data for page 123
[2024-12-23T09:53:15.226+0000] {subprocess.py:93} INFO - Fetched data for page 124
[2024-12-23T09:53:15.226+0000] {subprocess.py:93} INFO - Fetched data for page 125
[2024-12-23T09:53:15.227+0000] {subprocess.py:93} INFO - Fetched data for page 126
[2024-12-23T09:53:15.227+0000] {subprocess.py:93} INFO - Fetched data for page 127
[2024-12-23T09:53:15.227+0000] {subprocess.py:93} INFO - Fetched data for page 128
[2024-12-23T09:53:15.227+0000] {subprocess.py:93} INFO - Fetched data for page 129
[2024-12-23T09:53:15.228+0000] {subprocess.py:93} INFO - Fetched data for page 130
[2024-12-23T09:53:15.228+0000] {subprocess.py:93} INFO - Fetched data for page 131
[2024-12-23T09:53:15.228+0000] {subprocess.py:93} INFO - Fetched data for page 132
[2024-12-23T09:53:15.229+0000] {subprocess.py:93} INFO - Fetched data for page 133
[2024-12-23T09:53:15.229+0000] {subprocess.py:93} INFO - Fetched data for page 134
[2024-12-23T09:53:15.229+0000] {subprocess.py:93} INFO - Fetched data for page 135
[2024-12-23T09:53:15.229+0000] {subprocess.py:93} INFO - Fetched data for page 136
[2024-12-23T09:53:15.229+0000] {subprocess.py:93} INFO - Fetched data for page 137
[2024-12-23T09:53:15.230+0000] {subprocess.py:93} INFO - Fetched data for page 138
[2024-12-23T09:53:15.230+0000] {subprocess.py:93} INFO - Fetched data for page 139
[2024-12-23T09:53:15.230+0000] {subprocess.py:93} INFO - Fetched data for page 140
[2024-12-23T09:53:15.230+0000] {subprocess.py:93} INFO - Fetched data for page 141
[2024-12-23T09:53:15.231+0000] {subprocess.py:93} INFO - Fetched data for page 142
[2024-12-23T09:53:15.231+0000] {subprocess.py:93} INFO - Fetched data for page 143
[2024-12-23T09:53:15.231+0000] {subprocess.py:93} INFO - Fetched data for page 144
[2024-12-23T09:53:15.231+0000] {subprocess.py:93} INFO - Fetched data for page 145
[2024-12-23T09:53:15.232+0000] {subprocess.py:93} INFO - Fetched data for page 146
[2024-12-23T09:53:15.232+0000] {subprocess.py:93} INFO - Fetched data for page 147
[2024-12-23T09:53:15.233+0000] {subprocess.py:93} INFO - Fetched data for page 148
[2024-12-23T09:53:15.233+0000] {subprocess.py:93} INFO - Fetched data for page 149
[2024-12-23T09:53:15.234+0000] {subprocess.py:93} INFO - Fetched data for page 150
[2024-12-23T09:53:15.234+0000] {subprocess.py:93} INFO - Fetched data for page 151
[2024-12-23T09:53:15.234+0000] {subprocess.py:93} INFO - Fetched data for page 152
[2024-12-23T09:53:15.235+0000] {subprocess.py:93} INFO - Fetched data for page 153
[2024-12-23T09:53:15.235+0000] {subprocess.py:93} INFO - Fetched data for page 154
[2024-12-23T09:53:15.236+0000] {subprocess.py:93} INFO - Fetched data for page 155
[2024-12-23T09:53:15.236+0000] {subprocess.py:93} INFO - Fetched data for page 156
[2024-12-23T09:53:15.236+0000] {subprocess.py:93} INFO - Fetched data for page 157
[2024-12-23T09:53:15.237+0000] {subprocess.py:93} INFO - Fetched data for page 158
[2024-12-23T09:53:15.237+0000] {subprocess.py:93} INFO - Fetched data for page 159
[2024-12-23T09:53:15.237+0000] {subprocess.py:93} INFO - Fetched data for page 160
[2024-12-23T09:53:15.237+0000] {subprocess.py:93} INFO - Fetched data for page 161
[2024-12-23T09:53:15.238+0000] {subprocess.py:93} INFO - Fetched data for page 162
[2024-12-23T09:53:15.238+0000] {subprocess.py:93} INFO - Fetched data for page 163
[2024-12-23T09:53:15.238+0000] {subprocess.py:93} INFO - Fetched data for page 164
[2024-12-23T09:53:15.238+0000] {subprocess.py:93} INFO - Fetched data for page 165
[2024-12-23T09:53:15.239+0000] {subprocess.py:93} INFO - Fetched data for page 166
[2024-12-23T09:53:15.239+0000] {subprocess.py:93} INFO - Fetched data for page 167
[2024-12-23T09:53:15.240+0000] {subprocess.py:93} INFO - Fetched data for page 168
[2024-12-23T09:53:15.240+0000] {subprocess.py:93} INFO - Fetched data for page 169
[2024-12-23T09:53:15.240+0000] {subprocess.py:93} INFO - Fetched data for page 170
[2024-12-23T09:53:15.241+0000] {subprocess.py:93} INFO - Fetched data for page 171
[2024-12-23T09:53:15.241+0000] {subprocess.py:93} INFO - Fetched data for page 172
[2024-12-23T09:53:15.241+0000] {subprocess.py:93} INFO - Fetched data for page 173
[2024-12-23T09:53:15.242+0000] {subprocess.py:93} INFO - Fetched data for page 174
[2024-12-23T09:53:15.242+0000] {subprocess.py:93} INFO - Fetched data for page 175
[2024-12-23T09:53:15.242+0000] {subprocess.py:93} INFO - Fetched data for page 176
[2024-12-23T09:53:15.242+0000] {subprocess.py:93} INFO - Fetched data for page 177
[2024-12-23T09:53:15.243+0000] {subprocess.py:93} INFO - Fetched data for page 178
[2024-12-23T09:53:15.243+0000] {subprocess.py:93} INFO - Fetched data for page 179
[2024-12-23T09:53:15.243+0000] {subprocess.py:93} INFO - Fetched data for page 180
[2024-12-23T09:53:15.243+0000] {subprocess.py:93} INFO - Fetched data for page 181
[2024-12-23T09:53:15.244+0000] {subprocess.py:93} INFO - Fetched data for page 182
[2024-12-23T09:53:15.244+0000] {subprocess.py:93} INFO - Fetched data for page 183
[2024-12-23T09:53:15.244+0000] {subprocess.py:93} INFO - Fetched data for page 184
[2024-12-23T09:53:15.244+0000] {subprocess.py:93} INFO - Fetched data for page 185
[2024-12-23T09:53:15.245+0000] {subprocess.py:93} INFO - Fetched data for page 186
[2024-12-23T09:53:15.245+0000] {subprocess.py:93} INFO - Fetched data for page 187
[2024-12-23T09:53:15.245+0000] {subprocess.py:93} INFO - Fetched data for page 188
[2024-12-23T09:53:15.246+0000] {subprocess.py:93} INFO - Fetched data for page 189
[2024-12-23T09:53:15.246+0000] {subprocess.py:93} INFO - Fetched data for page 190
[2024-12-23T09:53:15.246+0000] {subprocess.py:93} INFO - Fetched data for page 191
[2024-12-23T09:53:15.247+0000] {subprocess.py:93} INFO - Fetched data for page 192
[2024-12-23T09:53:15.247+0000] {subprocess.py:93} INFO - Fetched data for page 193
[2024-12-23T09:53:15.247+0000] {subprocess.py:93} INFO - Fetched data for page 194
[2024-12-23T09:53:15.247+0000] {subprocess.py:93} INFO - Fetched data for page 195
[2024-12-23T09:53:15.247+0000] {subprocess.py:93} INFO - Fetched data for page 196
[2024-12-23T09:53:15.248+0000] {subprocess.py:93} INFO - Fetched data for page 197
[2024-12-23T09:53:15.248+0000] {subprocess.py:93} INFO - Fetched data for page 198
[2024-12-23T09:53:15.248+0000] {subprocess.py:93} INFO - Fetched data for page 199
[2024-12-23T09:53:15.249+0000] {subprocess.py:93} INFO - Fetched data for page 200
[2024-12-23T09:53:15.249+0000] {subprocess.py:93} INFO - Fetched data for page 201
[2024-12-23T09:53:15.249+0000] {subprocess.py:93} INFO - Fetched data for page 202
[2024-12-23T09:53:15.249+0000] {subprocess.py:93} INFO - Fetched data for page 203
[2024-12-23T09:53:15.250+0000] {subprocess.py:93} INFO - Fetched data for page 204
[2024-12-23T09:53:15.250+0000] {subprocess.py:93} INFO - Fetched data for page 205
[2024-12-23T09:53:15.250+0000] {subprocess.py:93} INFO - Fetched data for page 206
[2024-12-23T09:53:15.250+0000] {subprocess.py:93} INFO - Fetched data for page 207
[2024-12-23T09:53:15.251+0000] {subprocess.py:93} INFO - Fetched data for page 208
[2024-12-23T09:53:15.252+0000] {subprocess.py:93} INFO - Fetched data for page 209
[2024-12-23T09:53:15.252+0000] {subprocess.py:93} INFO - Fetched data for page 210
[2024-12-23T09:53:15.253+0000] {subprocess.py:93} INFO - Fetched data for page 211
[2024-12-23T09:53:15.253+0000] {subprocess.py:93} INFO - Fetched data for page 212
[2024-12-23T09:53:15.253+0000] {subprocess.py:93} INFO - Fetched data for page 213
[2024-12-23T09:53:15.253+0000] {subprocess.py:93} INFO - Fetched data for page 214
[2024-12-23T09:53:15.254+0000] {subprocess.py:93} INFO - Fetched data for page 215
[2024-12-23T09:53:15.254+0000] {subprocess.py:93} INFO - Fetched data for page 216
[2024-12-23T09:53:15.254+0000] {subprocess.py:93} INFO - Fetched data for page 217
[2024-12-23T09:53:15.254+0000] {subprocess.py:93} INFO - Fetched data for page 218
[2024-12-23T09:53:15.255+0000] {subprocess.py:93} INFO - Fetched data for page 219
[2024-12-23T09:53:15.255+0000] {subprocess.py:93} INFO - Fetched data for page 220
[2024-12-23T09:53:15.255+0000] {subprocess.py:93} INFO - Fetched data for page 221
[2024-12-23T09:53:15.256+0000] {subprocess.py:93} INFO - Fetched data for page 222
[2024-12-23T09:53:15.256+0000] {subprocess.py:93} INFO - Fetched data for page 223
[2024-12-23T09:53:15.256+0000] {subprocess.py:93} INFO - Fetched data for page 224
[2024-12-23T09:53:15.256+0000] {subprocess.py:93} INFO - Fetched data for page 225
[2024-12-23T09:53:15.257+0000] {subprocess.py:93} INFO - Fetched data for page 226
[2024-12-23T09:53:15.257+0000] {subprocess.py:93} INFO - Fetched data for page 227
[2024-12-23T09:53:15.258+0000] {subprocess.py:93} INFO - Fetched data for page 228
[2024-12-23T09:53:15.258+0000] {subprocess.py:93} INFO - Fetched data for page 229
[2024-12-23T09:53:15.258+0000] {subprocess.py:93} INFO - Fetched data for page 230
[2024-12-23T09:53:15.259+0000] {subprocess.py:93} INFO - Fetched data for page 231
[2024-12-23T09:53:15.259+0000] {subprocess.py:93} INFO - Fetched data for page 232
[2024-12-23T09:53:15.259+0000] {subprocess.py:93} INFO - Fetched data for page 233
[2024-12-23T09:53:15.259+0000] {subprocess.py:93} INFO - Fetched data for page 234
[2024-12-23T09:53:15.259+0000] {subprocess.py:93} INFO - Fetched data for page 235
[2024-12-23T09:53:15.260+0000] {subprocess.py:93} INFO - Fetched data for page 236
[2024-12-23T09:53:15.260+0000] {subprocess.py:93} INFO - Fetched data for page 237
[2024-12-23T09:53:15.260+0000] {subprocess.py:93} INFO - Fetched data for page 238
[2024-12-23T09:53:15.260+0000] {subprocess.py:93} INFO - Fetched data for page 239
[2024-12-23T09:53:15.262+0000] {subprocess.py:93} INFO - Fetched data for page 240
[2024-12-23T09:53:15.262+0000] {subprocess.py:93} INFO - Fetched data for page 241
[2024-12-23T09:53:15.263+0000] {subprocess.py:93} INFO - Fetched data for page 242
[2024-12-23T09:53:15.263+0000] {subprocess.py:93} INFO - Fetched data for page 243
[2024-12-23T09:53:15.263+0000] {subprocess.py:93} INFO - Fetched data for page 244
[2024-12-23T09:53:15.263+0000] {subprocess.py:93} INFO - Fetched data for page 245
[2024-12-23T09:53:15.264+0000] {subprocess.py:93} INFO - Fetched data for page 246
[2024-12-23T09:53:15.264+0000] {subprocess.py:93} INFO - Fetched data for page 247
[2024-12-23T09:53:15.264+0000] {subprocess.py:93} INFO - Fetched data for page 248
[2024-12-23T09:53:15.272+0000] {subprocess.py:93} INFO - Fetched data for page 249
[2024-12-23T09:53:15.272+0000] {subprocess.py:93} INFO - Fetched data for page 250
[2024-12-23T09:53:15.272+0000] {subprocess.py:93} INFO - Fetched data for page 251
[2024-12-23T09:53:15.273+0000] {subprocess.py:93} INFO - Fetched data for page 252
[2024-12-23T09:53:15.273+0000] {subprocess.py:93} INFO - Fetched data for page 253
[2024-12-23T09:53:15.274+0000] {subprocess.py:93} INFO - Fetched data for page 254
[2024-12-23T09:53:15.275+0000] {subprocess.py:93} INFO - Fetched data for page 255
[2024-12-23T09:53:15.275+0000] {subprocess.py:93} INFO - Fetched data for page 256
[2024-12-23T09:53:15.275+0000] {subprocess.py:93} INFO - Fetched data for page 257
[2024-12-23T09:53:15.276+0000] {subprocess.py:93} INFO - Fetched data for page 258
[2024-12-23T09:53:15.276+0000] {subprocess.py:93} INFO - Fetched data for page 259
[2024-12-23T09:53:15.276+0000] {subprocess.py:93} INFO - Fetched data for page 260
[2024-12-23T09:53:15.276+0000] {subprocess.py:93} INFO - Fetched data for page 261
[2024-12-23T09:53:15.277+0000] {subprocess.py:93} INFO - Fetched data for page 262
[2024-12-23T09:53:15.277+0000] {subprocess.py:93} INFO - Fetched data for page 263
[2024-12-23T09:53:15.277+0000] {subprocess.py:93} INFO - Fetched data for page 264
[2024-12-23T09:53:15.278+0000] {subprocess.py:93} INFO - Fetched data for page 265
[2024-12-23T09:53:15.278+0000] {subprocess.py:93} INFO - Fetched data for page 266
[2024-12-23T09:53:15.278+0000] {subprocess.py:93} INFO - Fetched data for page 267
[2024-12-23T09:53:15.279+0000] {subprocess.py:93} INFO - Fetched data for page 268
[2024-12-23T09:53:15.279+0000] {subprocess.py:93} INFO - Fetched data for page 269
[2024-12-23T09:53:15.279+0000] {subprocess.py:93} INFO - Fetched data for page 270
[2024-12-23T09:53:15.280+0000] {subprocess.py:93} INFO - Fetched data for page 271
[2024-12-23T09:53:15.280+0000] {subprocess.py:93} INFO - Fetched data for page 272
[2024-12-23T09:53:15.280+0000] {subprocess.py:93} INFO - Fetched data for page 273
[2024-12-23T09:53:15.280+0000] {subprocess.py:93} INFO - Fetched data for page 274
[2024-12-23T09:53:15.281+0000] {subprocess.py:93} INFO - Fetched data for page 275
[2024-12-23T09:53:15.281+0000] {subprocess.py:93} INFO - Fetched data for page 276
[2024-12-23T09:53:15.281+0000] {subprocess.py:93} INFO - Fetched data for page 277
[2024-12-23T09:53:15.281+0000] {subprocess.py:93} INFO - Fetched data for page 278
[2024-12-23T09:53:15.281+0000] {subprocess.py:93} INFO - Fetched data for page 279
[2024-12-23T09:53:15.282+0000] {subprocess.py:93} INFO - Fetched data for page 280
[2024-12-23T09:53:15.282+0000] {subprocess.py:93} INFO - Fetched data for page 281
[2024-12-23T09:53:15.282+0000] {subprocess.py:93} INFO - Fetched data for page 282
[2024-12-23T09:53:15.283+0000] {subprocess.py:93} INFO - Fetched data for page 283
[2024-12-23T09:53:15.283+0000] {subprocess.py:93} INFO - Fetched data for page 284
[2024-12-23T09:53:15.284+0000] {subprocess.py:93} INFO - Fetched data for page 285
[2024-12-23T09:53:15.284+0000] {subprocess.py:93} INFO - Fetched data for page 286
[2024-12-23T09:53:15.285+0000] {subprocess.py:93} INFO - Fetched data for page 287
[2024-12-23T09:53:15.285+0000] {subprocess.py:93} INFO - Fetched data for page 288
