movie_title,movie_id,user_id,author,rating,timestamp
The Substance,933260,badelf,badelf,9.0,2024-11-08T22:51:53.668Z
The Substance,933260,Victor_Surreal,VicSur,9.0,2024-11-15T20:31:22.188Z
The Substance,933260,MovieGuys,MovieGuys,7.0,2024-12-05T07:30:01.455Z
The Substance,933260,RalphRahal,RalphRahal,2.0,2024-12-14T16:21:16.671Z
Deadpool & Wolverine,533535,shammahrashad,shammahrashad,6.0,2024-07-25T21:26:26.038Z
Deadpool & Wolverine,533535,r96sk,r96sk,9.0,2024-07-25T23:00:25.482Z
Deadpool & Wolverine,533535,ChrisSawin,Chris Sawin,8.0,2024-07-26T21:57:36.118Z
Deadpool & Wolverine,533535,Brent_Marchant,Brent Marchant,6.0,2024-07-27T23:10:02.772Z
Deadpool & Wolverine,533535,tmdb78465292,tmdb78465292,10.0,2024-07-28T15:45:25.879Z
Deadpool & Wolverine,533535,Geronimo1967,CinemaSerf,7.0,2024-07-29T06:24:25.060Z
Deadpool & Wolverine,533535,TheSceneSnobs,TheSceneSnobs,8.0,2024-07-30T16:14:59.429Z
Deadpool & Wolverine,533535,GenerationofSwine,GenerationofSwine,10.0,2024-08-01T01:21:06.505Z
Deadpool & Wolverine,533535,JPV852,JPV852,7.0,2024-08-05T21:20:26.799Z
Deadpool & Wolverine,533535,Pringo,Pringo,10.0,2024-08-05T21:32:01.314Z
Deadpool & Wolverine,533535,DonGable,DonGable,4.0,2024-08-07T07:01:33.227Z
Deadpool & Wolverine,533535,IndecentLouie,aGoryLouie,8.0,2024-08-09T16:46:35.153Z
Deadpool & Wolverine,533535,davidrobitaille,davidrobitaille,10.0,2024-08-25T18:39:10.750Z
Deadpool & Wolverine,533535,tmdb51616167,tmdb51616167,9.0,2024-09-01T21:25:38.788Z
Deadpool & Wolverine,533535,albuainain,albuainain,7.0,2024-09-05T21:55:58.133Z
Deadpool & Wolverine,533535,chandlerdanier,Chandler Danier,6.0,2024-11-27T20:51:15.153Z
Deadpool & Wolverine,533535,liabeth,liabeth,6.0,2024-12-19T21:45:53.288Z
Terrifier 3,1034541,Geronimo1967,CinemaSerf,7.0,2024-10-14T05:01:31.886Z
Terrifier 3,1034541,r96sk,r96sk,7.0,2024-10-25T09:27:10.151Z
Terrifier 3,1034541,Victor_Surreal,VicSur,9.0,2024-11-15T20:39:03.752Z
Terrifier 3,1034541,DWP,DWP,6.0,2024-11-19T16:16:10.076Z
Watchmen: Chapter II,1299652,,,,
Heretic,1138194,Geronimo1967,CinemaSerf,7.0,2024-11-03T20:21:48.556Z
Heretic,1138194,griggs79,griggs79,7.0,2024-11-04T11:26:51.053Z
Heretic,1138194,Brent_Marchant,Brent Marchant,2.0,2024-11-09T15:04:27.460Z
Heretic,1138194,ChrisSawin,Chris Sawin,5.0,2024-11-19T22:35:07.797Z
Transformers One,698687,Geronimo1967,CinemaSerf,7.0,2024-10-16T11:21:45.169Z
Weekend in Taipei,1167271,,,,
Apocalypse Z: The Beginning of the End,1118031,MovieGuys,MovieGuys,5.0,2024-11-02T05:21:30.641Z
"Miraculous World, London: At the Edge of Time",1147416,,,,
Smile 2,1100782,msbreviews,Manuel São Bento,8.0,2024-10-16T13:34:30.359Z
Smile 2,1100782,Sejian,Sejian,8.0,2024-11-24T04:38:07.585Z
Smile 2,1100782,Ditendra,Dean,10.0,2024-11-25T09:14:11.828Z
Smile 2,1100782,RalphRahal,RalphRahal,7.0,2024-12-14T16:51:18.712Z
Sidelined: The QB and Me,957119,,,,
Wicked,402431,ChrisSawin,Chris Sawin,2.0,2024-11-22T19:35:57.756Z
Wicked,402431,Almando,Almando,10.0,2024-11-23T08:02:56.672Z
Wicked,402431,Geronimo1967,CinemaSerf,7.0,2024-11-23T09:14:55.517Z
Wicked,402431,Brent_Marchant,Brent Marchant,10.0,2024-11-24T18:12:35.279Z
Wicked,402431,r96sk,r96sk,8.0,2024-11-26T19:39:43.013Z
Wicked,402431,msbreviews,Manuel São Bento,8.0,2024-12-02T18:30:33.558Z
Alien: Romulus,945961,r96sk,r96sk,8.0,2024-08-16T18:24:55.893Z
Alien: Romulus,945961,Geronimo1967,CinemaSerf,7.0,2024-08-20T08:47:06.469Z
Alien: Romulus,945961,MovieGuys,MovieGuys,6.0,2024-08-21T00:53:05.907Z
Alien: Romulus,945961,msbreviews,Manuel São Bento,7.0,2024-09-07T07:54:16.843Z
Alien: Romulus,945961,MrBlaqk,Mister BLAQK,7.0,2024-10-16T17:43:30.277Z
Alien: Romulus,945961,Ditendra,Dean,10.0,2024-10-20T18:10:14.831Z
Alien: Romulus,945961,Rolpbert,Rolpbert,5.0,2024-11-06T20:22:47.023Z
Alien: Romulus,945961,cineast78,cineast78,8.0,2024-11-12T00:56:37.572Z
Alien: Romulus,945961,kevin2019,kevin2019,6.0,2024-12-24T01:28:01.589Z
Despicable Me 4,519182,Hotplix,Hotplix,8.0,2024-06-06T10:44:55.424Z
Despicable Me 4,519182,TheSceneSnobs,TheSceneSnobs,6.0,2024-07-09T14:24:00.700Z
Despicable Me 4,519182,Geronimo1967,CinemaSerf,6.0,2024-07-16T07:48:57.825Z
Despicable Me 4,519182,screenzealots,Louisa Moore - Screen Zealots,3.0,2024-07-17T00:28:34.245Z
Despicable Me 4,519182,screenzealots,Louisa Moore - Screen Zealots,3.0,2024-07-17T17:05:46.946Z
Despicable Me 4,519182,UWotMatez,UWotMatez,3.0,2024-08-12T02:16:07.845Z
Despicable Me 4,519182,movie-fanatic,Josh,2.0,2024-09-02T20:15:33.406Z
Inside Out 2,1022789,Hotplix,Hotplix,8.0,2024-06-06T10:47:54.037Z
Inside Out 2,1022789,Geronimo1967,CinemaSerf,6.0,2024-06-17T06:27:26.802Z
Inside Out 2,1022789,ChrisSawin,Chris Sawin,5.0,2024-06-18T21:57:04.460Z
Inside Out 2,1022789,heyitsmestoney,heyitsmestoney,7.0,2024-06-22T05:07:48.082Z
Inside Out 2,1022789,TheSceneSnobs,TheSceneSnobs,8.0,2024-07-09T14:21:50.441Z
Culpa tuya,1156593,,,,
How the Grinch Stole Christmas,8871,Kamurai,Kamurai,7.0,2020-07-27T15:24:25.255Z
How the Grinch Stole Christmas,8871,Kamurai,Kamurai,7.0,2020-07-27T15:41:37.316Z
How the Grinch Stole Christmas,8871,Peter89Spencer,Peter89Spencer,7.0,2020-12-13T13:59:05.392Z
How the Grinch Stole Christmas,8871,SoSmooth1982,Andre Gonzales,7.0,2023-06-27T12:24:25.098Z
How the Grinch Stole Christmas,8871,moatsc18,Courtney,7.0,2023-12-27T00:27:45.781Z
How the Grinch Stole Christmas,8871,FilipeManuelNeto,Filipe Manuel Neto,7.0,2024-06-10T09:02:22.372Z
Arcadian,1051896,MovieGuys,MovieGuys,7.0,2024-05-02T04:19:24.404Z
Arcadian,1051896,Geronimo1967,CinemaSerf,7.0,2024-06-20T16:24:03.746Z
Arcadian,1051896,TheSceneSnobs,TheSceneSnobs,5.0,2024-07-09T15:51:50.517Z
Arcadian,1051896,chandlerdanier,Chandler Danier,10.0,2024-07-14T19:06:00.609Z
GTMAX,1171640,,,,
Scream 4,41446,TitanGusang,Nathan,7.0,2023-03-09T17:04:37.034Z
Anora,1064213,Brent_Marchant,Brent Marchant,6.0,2024-10-30T14:29:56.328Z
Anora,1064213,Geronimo1967,CinemaSerf,7.0,2024-11-14T09:11:41.976Z
SDI: Secret Department of Intervention,1389147,,,,
Levels,791042,,,,
Azrael,1029235,msbreviews,Manuel São Bento,7.0,2024-09-25T16:50:18.013Z
Azrael,1029235,Ditendra,Dean,3.0,2024-10-23T15:41:24.538Z
Home Alone 2: Lost in New York,772,Peter89Spencer,Peter89Spencer,9.0,2020-12-07T10:27:54.720Z
Home Alone 2: Lost in New York,772,SoSmooth1982,Andre Gonzales,10.0,2023-05-27T01:39:18.232Z
Home Alone 2: Lost in New York,772,Geronimo1967,CinemaSerf,7.0,2023-08-26T08:02:17.052Z
Sikandar Ka Muqaddar,1252470,,,,
The Lion King,420818,maketheSWITCH,SWITCH.,2.0,2019-07-16T14:17:33.081Z
The Lion King,420818,msbreviews,Manuel São Bento,9.0,2019-07-19T14:28:41.580Z
The Lion King,420818,Ruuz,Gimly,3.0,2019-12-28T11:39:02.962Z
The Lion King,420818,sykobanana,sykobanana,4.0,2020-04-23T11:57:09.530Z
The Lion King,420818,MonsterMartha,Martha,6.0,2022-07-26T08:34:50.531Z
Survive,1196470,MovieGuys,MovieGuys,6.0,2024-11-24T20:08:03.305Z
Solo Leveling -ReAwakening-,1357633,Geronimo1967,CinemaSerf,7.0,2024-12-08T07:28:08.659Z
Tuhog,1188808,,,,
The Grinch,360920,bigchris18,bigchris18,8.0,2018-11-11T17:37:09.374Z
The Grinch,360920,HappyPig0,Chris,1.0,2018-11-12T18:59:38.594Z
The Grinch,360920,KristinaZI,KristinaZI,8.0,2019-01-03T12:17:01.744Z
The Grinch,360920,Peter89Spencer,Peter89Spencer,6.0,2020-12-13T13:57:08.799Z
The Grinch,360920,r96sk,r96sk,7.0,2020-12-20T20:22:30.276Z
The Grinch,360920,viha,viha,6.0,2023-12-28T23:38:36.397Z
Arena Wars,995803,,,,
We Live in Time,1100099,msbreviews,Manuel São Bento,8.0,2024-11-17T20:23:26.262Z
We Live in Time,1100099,Geronimo1967,CinemaSerf,7.0,2024-12-11T07:40:20.132Z
Classified,1124641,MovieGuys,MovieGuys,3.0,2024-10-24T02:08:35.896Z
Classified,1124641,chandlerdanier,Chandler Danier,2.0,2024-12-03T05:53:52.603Z
Spellbound,592983,,,,
Sonic the Hedgehog 2,675353,Geronimo1967,CinemaSerf,7.0,2022-04-04T09:35:30.915Z
Sonic the Hedgehog 2,675353,msbreviews,Manuel São Bento,7.0,2022-04-04T21:25:34.903Z
Sonic the Hedgehog 2,675353,ChrisSawin,Chris Sawin,8.0,2022-04-09T01:39:24.434Z
Sonic the Hedgehog 2,675353,beyondthecineramadome,beyondthecineramadome,3.0,2022-06-20T18:18:56.278Z
Sonic the Hedgehog 2,675353,Dark Jedi,Per Gunnar Jonsson,8.0,2022-08-14T13:42:32.367Z
Sonic the Hedgehog 2,675353,mooney240,The Movie Mob,7.0,2023-01-02T02:29:03.549Z
Sonic the Hedgehog 2,675353,tmdb47940942,tmdb47940942,8.0,2024-02-12T19:54:47.676Z
Dear Santa,1097870,,,,
Subservience,1064028,RalphRahal,RalphRahal,6.0,2024-12-14T16:29:37.316Z
Subservience,1064028,fLeno,Leno,5.0,2024-12-23T03:47:38.858Z
Moana,1108427,,,,
Pídeme lo que quieras,1252309,,,,
Japanese Mom,482600,,,,
Juror #2,1106739,Geronimo1967,CinemaSerf,7.0,2024-11-03T19:39:14.411Z
Juror #2,1106739,r96sk,r96sk,8.0,2024-11-08T01:47:52.940Z
Hunting With Tigers,1154223,MovieGuys,MovieGuys,7.0,2024-11-28T23:04:27.224Z
The Moor,1155095,,,,
The Moor,1155095,,,,
The Crow,957452,Geronimo1967,CinemaSerf,6.0,2024-08-29T07:30:40.056Z
The Crow,957452,r96sk,r96sk,5.0,2024-09-05T23:56:59.655Z
The Crow,957452,MovieGuys,MovieGuys,2.0,2024-09-14T00:16:32.593Z
Bad Boys: Ride or Die,573435,Geronimo1967,CinemaSerf,7.0,2024-06-07T07:23:27.615Z
Bad Boys: Ride or Die,573435,r96sk,r96sk,7.0,2024-06-27T22:43:26.052Z
Bad Boys: Ride or Die,573435,TheSceneSnobs,TheSceneSnobs,7.0,2024-07-09T14:29:25.423Z
Bad Boys: Ride or Die,573435,GenerationofSwine,GenerationofSwine,1.0,2024-07-09T21:07:14.248Z
Bad Boys: Ride or Die,573435,MovieGuys,MovieGuys,6.0,2024-07-16T00:33:39.467Z
Bad Boys: Ride or Die,573435,screenzealots,Louisa Moore - Screen Zealots,9.0,2024-07-17T00:31:41.603Z
Bad Boys: Ride or Die,573435,chandlerdanier,Chandler Danier,9.0,2024-07-23T03:22:26.129Z
Bad Boys: Ride or Die,573435,Dark Jedi,Per Gunnar Jonsson,6.0,2024-10-26T12:44:03.249Z
Cash Out,1116490,,,,
Pimpinero: Blood and Oil,1326059,,,,
The Garfield Movie,748783,Geronimo1967,CinemaSerf,6.0,2024-05-20T08:15:49.812Z
The Garfield Movie,748783,dorran,dorran,3.0,2024-05-23T06:57:25.206Z
The Garfield Movie,748783,msbreviews,Manuel São Bento,7.0,2024-05-29T07:57:07.470Z
The Garfield Movie,748783,Hotplix,Hotplix,7.0,2024-06-06T10:33:28.244Z
The Garfield Movie,748783,TheSceneSnobs,TheSceneSnobs,7.0,2024-07-09T14:48:14.066Z
Bagman,978796,,,,
Flow,823219,msbreviews,Manuel São Bento,8.0,2024-11-22T17:02:19.594Z
Flow,823219,Pontus_Kjällman,Pontus Kjällman,5.0,2024-12-22T07:31:03.404Z
The Soul Eater,1084863,Geronimo1967,CinemaSerf,6.0,2024-03-09T11:48:41.555Z
The Soul Eater,1084863,MovieGuys,MovieGuys,6.0,2024-11-13T04:34:06.789Z
Disaster Holiday,1387866,,,,
Skin. Like. Sun.,259872,,,,
Joker: Folie à Deux,889737,Geronimo1967,CinemaSerf,6.0,2024-10-05T05:01:49.754Z
Joker: Folie à Deux,889737,YearOneFun,YearOneFun,1.0,2024-10-05T22:36:20.944Z
Joker: Folie à Deux,889737,msbreviews,Manuel São Bento,4.0,2024-10-05T23:31:03.814Z
Joker: Folie à Deux,889737,Brent_Marchant,Brent Marchant,5.0,2024-10-06T01:53:04.298Z
Joker: Folie à Deux,889737,protonrock,biancarockr,5.0,2024-10-13T20:42:17.636Z
Joker: Folie à Deux,889737,r96sk,r96sk,9.0,2024-10-18T01:14:47.727Z
Joker: Folie à Deux,889737,IndecentLouie,aGoryLouie,6.0,2024-10-29T18:22:31.545Z
Joker: Folie à Deux,889737,chandlerdanier,Chandler Danier,5.0,2024-12-10T02:22:28.702Z
Dominique,1331375,,,,
The Platform 2,1125510,,,,
Project Silence,726139,MovieGuys,MovieGuys,6.0,2024-08-27T22:15:08.769Z
OVERLORD: The Sacred Kingdom,1014505,Geronimo1967,CinemaSerf,7.0,2024-11-10T06:54:31.402Z
Pleasure,592695,r96sk,r96sk,7.0,2023-02-22T03:11:29.385Z
Interstellar,157336,Rangan,Reno,9.0,2014-11-12T16:06:04.927Z
Interstellar,157336,decovision,decovision,9.5,2015-09-12T14:49:33.669Z
Interstellar,157336,tanty,Andres Gomez,7.0,2015-10-31T12:07:03.650Z
Interstellar,157336,Spartan117,Asadullah Khan,10.0,2016-10-19T20:49:49.259Z
Interstellar,157336,shaunfrombklyn,shaunfrombklyn,10.0,2017-02-15T14:34:47.716Z
Interstellar,157336,Dark Jedi,Per Gunnar Jonsson,4.0,2017-12-21T17:11:31.469Z
Interstellar,157336,MatthewL.Brady,Matthew Brady,9.0,2020-01-27T18:22:32.008Z
Interstellar,157336,narrator56,Peter McGinn,9.0,2021-11-02T07:34:59.885Z
Interstellar,157336,kheirnandez,kheirnandez,10.0,2021-11-06T13:48:57.037Z
Interstellar,157336,lowkimhoe,lowkimhoe,9.0,2022-06-26T07:22:45.679Z
Interstellar,157336,Geronimo1967,CinemaSerf,7.0,2022-07-29T06:55:09.512Z
Interstellar,157336,r96sk,r96sk,10.0,2024-01-02T02:06:00.945Z
Interstellar,157336,madriyanto,madriyanto,9.0,2024-06-21T01:57:23.341Z
Interstellar,157336,RalphRahal,RalphRahal,10.0,2024-12-17T16:36:26.214Z
Beetlejuice Beetlejuice,917496,msbreviews,Manuel São Bento,6.0,2024-09-05T14:37:54.937Z
Beetlejuice Beetlejuice,917496,tmdb51616167,tmdb51616167,8.0,2024-09-07T02:08:07.646Z
Beetlejuice Beetlejuice,917496,Brent_Marchant,Brent Marchant,6.0,2024-09-07T23:16:19.617Z
Beetlejuice Beetlejuice,917496,GenerationofSwine,GenerationofSwine,10.0,2024-09-08T14:03:33.407Z
Beetlejuice Beetlejuice,917496,Geronimo1967,CinemaSerf,6.0,2024-09-10T05:26:23.099Z
Beetlejuice Beetlejuice,917496,r96sk,r96sk,7.0,2024-09-12T22:39:51.138Z
Beetlejuice Beetlejuice,917496,griggs79,griggs79,6.0,2024-09-23T13:54:11.073Z
Whisper of the Witch,1100856,,,,
IF,639720,msbreviews,Manuel São Bento,8.0,2024-05-15T16:21:50.031Z
IF,639720,Geronimo1967,CinemaSerf,7.0,2024-05-20T08:30:36.811Z
IF,639720,Hotplix,Hotplix,7.0,2024-06-06T10:28:07.190Z
IF,639720,Cinema_Snobb,Cinema_Snobb,5.0,2024-06-21T08:07:49.357Z
IF,639720,TheSceneSnobs,TheSceneSnobs,2.0,2024-07-09T14:44:47.058Z
IF,639720,oswaldovzki,oswaldovzki,7.0,2024-08-19T11:15:30.857Z
Sing: Thriller,1371727,,,,
Venom,335983,Ruuz,Gimly,6.0,2018-10-26T03:37:41.176Z
Venom,335983,javajohnny,javajohnny,7.0,2018-10-30T22:46:21.535Z
Venom,335983,Dark Jedi,Per Gunnar Jonsson,7.0,2019-02-22T08:37:45.190Z
Venom,335983,TWDs,Nelson,9.0,2019-04-03T23:48:03.621Z
Venom,335983,msbreviews,Manuel São Bento,4.0,2021-10-15T16:18:53.781Z
Venom,335983,r96sk,r96sk,8.0,2022-03-14T22:19:08.336Z
Venom,335983,r96sk,r96sk,8.0,2022-03-14T22:19:08.747Z
Venom,335983,MonsterMartha,Martha,8.0,2022-07-26T08:39:19.279Z
Venom,335983,GenerationofSwine,GenerationofSwine,10.0,2023-01-14T00:07:57.979Z
Kung Fu Panda 4,1011985,ChrisSawin,Chris Sawin,6.0,2024-03-13T13:23:41.755Z
Kung Fu Panda 4,1011985,Geronimo1967,CinemaSerf,6.0,2024-03-29T08:44:08.063Z
Kung Fu Panda 4,1011985,dumasori,dumasori,2.0,2024-04-13T10:46:24.462Z
Kung Fu Panda 4,1011985,chandlerdanier,Chandler Danier,8.0,2024-04-18T04:20:21.298Z
Kung Fu Panda 4,1011985,Sejian,Sejian,6.0,2024-05-22T15:20:58.487Z
Dune: Part Two,693134,msbreviews,Manuel São Bento,10.0,2024-02-22T21:00:01.602Z
Dune: Part Two,693134,r96sk,r96sk,9.0,2024-03-01T20:44:30.916Z
Dune: Part Two,693134,Geronimo1967,CinemaSerf,7.0,2024-03-02T07:51:57.297Z
Dune: Part Two,693134,protonrock,biancarockr,9.0,2024-03-04T20:10:01.698Z
Dune: Part Two,693134,chandlerdanier,Chandler Danier,9.0,2024-03-05T08:04:34.097Z
Dune: Part Two,693134,justhappytobehere,justhappytobehere,8.0,2024-03-23T16:48:11.995Z
Dune: Part Two,693134,Roberta1970,Roberta1970,8.0,2024-04-02T17:45:23.230Z
Dune: Part Two,693134,dumasori,dumasori,7.0,2024-04-05T07:35:52.565Z
Dune: Part Two,693134,MovieGuys,MovieGuys,7.0,2024-04-10T00:35:34.524Z
Dune: Part Two,693134,m_u_m_u,m_u_m_u,9.0,2024-05-13T21:19:56.103Z
Dune: Part Two,693134,Brent_Marchant,Brent Marchant,2.0,2024-06-14T05:20:00.015Z
Dune: Part Two,693134,TheSceneSnobs,TheSceneSnobs,10.0,2024-07-09T14:54:46.698Z
Dune: Part Two,693134,HappyPagan,HappyPagan,10.0,2024-08-18T14:52:14.443Z
Dune: Part Two,693134,tmdb51616167,tmdb51616167,8.0,2024-09-03T02:14:40.925Z
Knox Goes Away,972614,,,,
Kingdom of the Planet of the Apes,653346,msbreviews,Manuel São Bento,7.0,2024-05-09T08:51:03.366Z
Kingdom of the Planet of the Apes,653346,Geronimo1967,CinemaSerf,7.0,2024-05-11T09:59:43.930Z
Kingdom of the Planet of the Apes,653346,r96sk,r96sk,6.0,2024-05-17T19:55:53.723Z
Kingdom of the Planet of the Apes,653346,Midi-chlorian_Count,Midi-chlorian_Count,6.0,2024-06-04T09:07:56.318Z
Kingdom of the Planet of the Apes,653346,Hotplix,Hotplix,8.0,2024-06-06T10:38:32.464Z
Kingdom of the Planet of the Apes,653346,MovieGuys,MovieGuys,6.0,2024-07-03T22:52:20.101Z
Kingdom of the Planet of the Apes,653346,TheSceneSnobs,TheSceneSnobs,7.0,2024-07-09T14:32:02.605Z
Kingdom of the Planet of the Apes,653346,IndecentLouie,aGoryLouie,6.0,2024-07-11T12:28:11.718Z
Kingdom of the Planet of the Apes,653346,chandlerdanier,Chandler Danier,5.0,2024-07-17T20:10:40.555Z
Gladiator,98,Eky,Eky,10.0,2012-07-13T07:25:20.000Z
Gladiator,98,John Chard,John Chard,10.0,2014-08-10T23:21:27.250Z
Gladiator,98,Kowalczyk,Kowalczyk,8.0,2018-08-12T18:54:39.031Z
Gladiator,98,Geronimo1967,CinemaSerf,8.0,2023-04-18T10:41:47.530Z
Gladiator,98,Prodank,Prodank,10.0,2023-09-20T01:59:52.629Z
Wake Up,1165466,,,,
Young Hearts,1232449,,,,
The Killer's Game,507241,Sejian,Sejian,8.0,2024-10-14T08:09:41.279Z
Canary Black,976734,MovieGuys,MovieGuys,4.0,2024-11-08T10:20:41.992Z
Transmorphers: Mech Beasts,1144962,,,,
An Almost Christmas Story,1355755,,,,
Fast X,385687,msbreviews,Manuel São Bento,6.0,2023-05-18T08:13:12.147Z
Fast X,385687,Geronimo1967,CinemaSerf,6.0,2023-05-22T09:20:59.008Z
Fast X,385687,MovieGuys,MovieGuys,2.0,2023-06-01T22:53:16.005Z
Fast X,385687,r96sk,r96sk,9.0,2023-06-08T18:22:02.617Z
Fast X,385687,r96sk,r96sk,9.0,2023-06-08T18:22:02.871Z
Fast X,385687,minymina,TheRealMina,1.0,2023-07-18T11:59:41.682Z
Fast X,385687,screenzealots,Louisa Moore - Screen Zealots,5.0,2023-08-04T07:09:18.478Z
Fast X,385687,JPV852,JPV852,5.0,2023-08-07T02:35:29.616Z
Fast X,385687,Dark Jedi,Per Gunnar Jonsson,7.0,2023-11-19T09:20:12.780Z
Fast X,385687,chandlerdanier,Chandler Danier,5.0,2024-01-17T14:57:45.866Z
Furiosa: A Mad Max Saga,786892,msbreviews,Manuel São Bento,7.0,2024-05-24T21:30:58.691Z
Furiosa: A Mad Max Saga,786892,Geronimo1967,CinemaSerf,7.0,2024-05-28T07:37:14.296Z
Furiosa: A Mad Max Saga,786892,MovieGuys,MovieGuys,6.0,2024-05-30T04:24:18.329Z
Furiosa: A Mad Max Saga,786892,r96sk,r96sk,8.0,2024-05-31T19:26:28.996Z
Furiosa: A Mad Max Saga,786892,chandlerdanier,Chandler Danier,8.0,2024-06-24T18:46:05.207Z
Furiosa: A Mad Max Saga,786892,TheSceneSnobs,TheSceneSnobs,5.0,2024-07-09T14:26:32.478Z
Furiosa: A Mad Max Saga,786892,screenzealots,Louisa Moore - Screen Zealots,5.0,2024-07-17T00:27:33.217Z
Furiosa: A Mad Max Saga,786892,JPV852,JPV852,6.0,2024-08-10T05:13:13.606Z
Furiosa: A Mad Max Saga,786892,Mangoturtle,Mangoturtle,8.0,2024-10-20T04:23:54.285Z
Furiosa: A Mad Max Saga,786892,Dark Jedi,Per Gunnar Jonsson,9.0,2024-10-27T16:18:00.166Z
Remnant,1296753,,,,
The Lion King,8587,msbreviews,Manuel São Bento,10.0,2019-07-18T08:05:27.472Z
The Lion King,8587,Geronimo1967,CinemaSerf,7.0,2023-08-26T15:21:25.470Z
Spider-Man: Across the Spider-Verse,569094,Geronimo1967,CinemaSerf,6.0,2023-06-04T22:50:00.570Z
Spider-Man: Across the Spider-Verse,569094,msbreviews,Manuel São Bento,8.0,2023-06-05T16:38:08.200Z
Spider-Man: Across the Spider-Verse,569094,ChrisSawin,Chris Sawin,7.0,2023-06-08T20:23:22.049Z
